,date,Community Areas,Primary Type,Temp_avg,HARDSHIP INDEX,incidents
444219,2012-09-26,20.0,NON-CRIMINAL (SUBJECT SPECIFIED),61.0,46.0,1
474578,2012-12-06,59.0,NON-CRIMINAL (SUBJECT SPECIFIED),39.0,91.0,1
651067,2014-02-24,58.0,NON-CRIMINAL (SUBJECT SPECIFIED),19.0,43.0,1
908650,2016-01-07,3.0,NON-CRIMINAL (SUBJECT SPECIFIED),38.0,97.0,1
1057003,2017-02-06,24.0,NON-CRIMINAL (SUBJECT SPECIFIED),38.0,85.0,1
1070675,2017-03-16,47.0,NON-CRIMINAL (SUBJECT SPECIFIED),30.0,51.0,1
1215955,2018-04-16,28.0,NON-CRIMINAL (SUBJECT SPECIFIED),31.0,83.0,1
1251513,2018-07-18,63.0,NON-CRIMINAL (SUBJECT SPECIFIED),72.0,56.0,1
1265345,2018-08-23,24.0,NON-CRIMINAL (SUBJECT SPECIFIED),70.0,85.0,1
